msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02000951,165,66,177,0,61,28,21,53,0,4,4,50,115,57,27
E02000976,165,76,188,0,48,42,22,53,0,7,6,63,102,42,42
E02001062,165,67,220,4,38,31,127,7,0,5,5,64,101,41,39
E02002834,165,85,220,2,24,37,124,11,0,5,5,55,110,39,41
E02003415,165,147,191,4,24,39,101,21,0,6,6,52,113,38,36
E02003744,165,135,212,2,24,39,117,24,0,8,8,39,127,43,42
E02003911,165,77,246,2,10,6,187,26,0,6,5,33,132,56,36
E02003953,165,125,242,2,7,12,165,28,0,7,6,38,127,46,44
E02004142,165,40,232,1,13,4,166,34,0,3,4,37,128,35,41
E02005561,165,107,198,1,28,44,99,18,0,6,7,40,125,33,38
E02005950,165,70,170,1,107,23,16,13,0,7,7,61,104,33,36
E02006576,165,107,229,2,8,3,186,14,0,5,5,61,105,41,44
E02006876,165,59,214,1,19,22,134,13,0,5,5,55,110,47,49
E02000008,164,175,216,2,12,35,127,22,0,7,7,46,119,41,44
E02000083,164,132,214,1,20,25,116,23,0,6,6,49,115,40,38
E02000101,164,137,196,0,5,36,83,57,0,5,5,62,102,40,42
E02000260,164,126,188,3,23,52,63,31,0,5,5,58,106,47,38
E02000376,164,118,175,0,56,36,25,52,0,4,4,41,123,40,26
E02000492,164,77,246,2,4,7,195,21,0,7,4,63,102,40,42
E02000549,164,164,197,1,17,37,91,29,0,6,6,47,118,49,41
E02000631,164,127,187,0,52,30,44,38,0,5,5,56,108,54,36
E02002223,164,100,218,0,12,41,145,11,0,4,4,54,110,41,41
E02004618,164,32,266,14,11,9,206,18,1,7,8,47,117,43,40
E02004717,164,108,202,1,26,18,123,23,0,5,5,41,123,51,30
E02005264,164,136,213,1,28,43,118,11,0,7,7,53,111,39,40
E02005598,164,81,215,4,14,13,157,19,0,5,5,41,123,45,35
E02005848,164,55,238,6,13,6,172,26,1,6,6,35,129,40,34
E02000053,163,247,185,0,14,47,76,35,0,5,5,53,110,31,37
E02000109,163,161,178,0,10,53,48,51,0,6,6,55,108,45,32
E02000249,163,96,188,2,13,38,76,44,0,4,4,37,126,49,35
E02006902,163,15,191,2,38,62,63,8,0,6,5,53,110,44,38
E02000051,162,107,206,0,13,34,113,29,0,5,5,50,112,43,29
E02000292,162,130,185,0,11,27,97,41,0,6,6,51,111,43,41
E02000395,162,43,180,2,80,23,21,41,0,4,4,43,120,47,34
E02000519,162,100,199,1,9,30,117,23,0,5,5,60,103,44,39
E02000531,162,117,202,1,28,25,93,34,0,5,5,49,113,47,39
E02000701,162,146,189,2,30,31,72,42,0,5,5,48,114,41,32
E02003634,162,129,215,2,16,10,158,18,0,6,5,39,125,39,44
E02004989,162,99,226,1,28,17,144,17,0,6,6,49,113,33,41
E02006473,162,56,228,1,13,14,160,18,0,6,6,48,114,44,42
W02000421,162,92,202,3,7,6,131,39,1,9,8,30,132,58,30
E02000059,161,138,210,0,21,25,114,25,0,6,6,54,107,37,32
E02000095,161,99,184,0,6,51,92,26,0,5,5,47,114,41,28
E02000107,161,198,189,1,19,26,60,65,0,6,6,58,103,40,45
E02000208,161,170,188,0,30,32,65,43,0,5,5,58,103,50,45
E02000358,161,177,183,1,55,31,45,33,0,6,6,61,101,46,27
E02000481,161,56,233,2,6,6,185,8,0,5,5,57,105,40,41
E02001432,161,78,202,2,36,54,68,25,0,6,6,34,127,51,38
E02004494,161,84,199,1,30,44,84,24,0,6,6,38,124,38,33
E02005887,161,107,196,0,16,57,77,16,0,6,6,34,127,38,55
E02000246,160,128,196,0,8,27,129,21,0,5,5,50,110,39,42
E02000721,160,137,181,0,35,44,68,22,0,5,5,62,98,41,38
E02003317,160,93,208,1,4,4,162,26,0,3,3,44,116,37,42
E02003588,160,79,208,2,14,11,118,48,0,5,5,38,123,45,34
E02004997,160,106,223,4,5,6,159,32,0,7,6,42,119,45,36
E02005324,160,71,233,6,14,10,160,25,0,4,3,47,113,43,44
E02005430,160,60,253,5,2,4,185,36,0,3,4,38,122,48,35
E02006841,160,31,204,2,23,38,103,5,0,4,4,47,113,43,43
E02000111,159,160,198,3,14,45,72,39,0,5,5,49,110,45,39
E02000180,159,84,188,0,56,17,49,48,0,5,5,45,114,42,35
E02000540,159,125,178,0,34,48,45,33,0,6,5,51,109,37,35
E02000744,159,127,231,0,13,17,130,38,0,4,4,61,98,48,30
E02004404,159,56,222,8,10,5,166,17,0,4,4,48,111,47,39
E02004415,159,61,221,4,5,2,168,25,0,4,4,45,114,46,36
E02005178,159,121,191,3,12,64,95,9,0,6,6,44,115,37,42
E02006895,159,46,202,1,17,31,117,12,0,5,5,64,95,42,46
E02000367,158,138,174,0,49,37,24,42,0,6,6,51,108,53,26
E02000383,158,82,170,0,64,27,27,40,0,6,6,48,111,45,31
E02000396,158,86,172,0,55,31,24,42,0,4,4,44,115,35,39
E02000558,158,117,178,1,32,34,34,54,0,5,5,49,109,46,30
E02000574,158,88,179,0,56,30,27,40,0,5,5,49,109,37,45
E02000911,158,138,176,1,36,45,38,35,0,5,5,39,119,46,32
E02001865,158,116,202,1,13,56,109,8,0,6,6,51,108,34,42
E02002821,158,155,187,1,32,25,98,15,0,6,7,49,109,41,37
E02003188,158,118,188,1,28,46,73,26,0,6,6,49,109,40,41
E02003270,158,100,259,2,5,28,197,9,0,5,5,40,118,49,36
E02004775,158,97,186,1,30,13,104,25,0,6,6,32,126,47,26
E02005441,158,100,223,10,5,5,173,18,2,5,8,54,104,41,38
E02000340,157,71,191,2,25,28,85,35,0,4,4,50,107,38,41
E02000806,157,92,179,1,60,21,67,20,0,6,6,33,126,51,32
E02000933,157,94,166,1,71,15,23,45,0,5,5,40,117,43,27
E02002400,157,81,199,1,30,30,117,9,0,5,5,42,115,42,35
E02002707,157,48,260,1,6,1,223,9,0,5,5,33,124,41,46
E02003249,157,118,219,4,24,12,141,24,0,6,6,38,119,36,39
E02003745,157,157,299,9,5,9,208,10,0,6,7,48,109,37,46
E02004422,157,93,209,3,30,13,129,30,1,6,6,33,125,40,33
E02004838,157,66,225,5,18,7,158,36,0,5,5,37,120,39,37
E02004913,157,106,250,10,10,7,197,18,0,10,11,44,115,50,42
E02005025,157,110,206,3,29,48,81,21,0,6,5,39,118,34,37
E02005099,157,81,228,1,15,16,163,17,0,6,5,37,120,50,38
E02006250,157,171,190,1,26,44,91,25,0,6,5,50,107,41,44
E02006664,157,57,238,6,7,6,188,24,0,5,6,31,126,41,37
E02006897,157,68,209,0,16,38,124,13,0,4,4,68,89,34,50
E02000303,156,108,194,0,14,33,100,31,0,5,5,58,98,26,47
E02000348,156,101,182,1,29,43,36,58,0,5,5,55,101,42,37
E02000351,156,95,178,2,49,23,42,52,0,6,6,55,101,42,36
E02000480,156,143,185,0,21,24,91,19,0,6,6,35,121,45,26
E02000536,156,108,194,1,26,26,104,28,0,5,5,49,107,38,38
E02000711,156,97,175,2,26,38,54,42,0,5,5,38,118,42,32
E02000910,156,122,185,0,26,43,39,50,0,6,6,54,102,39,25
E02001343,156,44,227,2,13,7,179,16,0,4,4,48,108,37,32
E02001377,156,81,196,1,41,37,72,13,0,5,5,52,104,23,45
E02003570,156,153,174,0,36,47,47,31,0,6,6,69,88,38,44
E02003791,156,51,253,4,16,5,177,20,0,6,6,50,106,43,45
E02004795,156,47,208,1,44,14,96,36,1,5,6,37,119,48,36
E02005431,156,98,238,7,11,8,174,26,0,5,5,40,116,53,26
E02006697,156,46,233,6,12,6,190,9,1,5,5,42,115,41,48
E02006872,156,87,207,4,20,16,115,35,0,16,10,42,118,53,29
E02006889,156,103,177,2,39,27,81,22,0,4,4,39,117,28,43
E02000116,155,176,166,0,12,36,33,75,0,4,4,40,115,38,35
E02000408,155,169,177,0,22,49,45,37,0,4,4,51,104,37,36
E02000525,155,125,230,0,10,16,164,22,0,5,5,48,108,46,38
E02000557,155,102,170,0,41,40,28,38,0,5,5,41,114,48,28
E02000872,155,94,174,0,60,42,37,28,0,4,4,60,95,52,40
E02000882,155,143,171,0,26,33,65,30,0,4,4,65,90,43,33
E02006416,155,65,215,4,16,7,151,24,0,6,6,43,113,44,29
E02000018,154,135,184,0,13,16,115,25,0,5,5,46,108,54,34
E02000693,154,116,171,1,41,23,38,53,0,5,5,54,101,36,37
E02002411,154,104,192,0,24,18,123,12,0,5,5,48,106,44,40
E02003420,154,76,190,5,9,13,115,27,0,4,4,52,102,42,40
E02005494,154,93,215,8,8,16,132,36,0,7,5,42,112,39,39
E02000658,153,133,178,2,45,21,57,34,0,5,5,59,94,55,40
E02005424,153,94,220,2,13,10,166,20,0,7,7,54,100,51,31
E02005477,153,85,199,7,5,9,147,5,0,4,4,49,104,39,41
E02006597,153,149,241,2,11,12,160,27,0,5,5,40,113,51,29
E02000060,152,114,189,0,10,25,98,45,0,6,6,50,102,28,33
E02000353,152,112,158,0,49,29,27,31,0,5,5,52,100,43,37
E02000831,152,135,158,0,63,26,37,21,0,5,5,44,109,49,27
E02000900,152,103,192,0,15,18,122,18,0,5,5,46,106,38,36
E02001873,152,135,208,3,12,47,132,5,0,5,5,56,96,39,37
E02003050,152,71,163,0,48,37,42,16,0,6,6,42,110,33,37
E02004839,152,81,202,6,11,7,116,57,1,5,5,39,113,45,34
E02005585,152,149,183,1,39,16,85,31,0,7,7,48,104,26,34
E02006052,152,51,231,6,7,4,194,20,0,4,8,37,116,47,38
E02006463,152,104,173,0,45,36,62,21,0,5,5,32,120,43,31
E02006837,152,89,189,1,23,26,111,24,0,6,6,41,111,25,40
E02000837,151,73,176,0,54,20,55,26,0,5,5,46,105,49,32
E02000883,151,154,186,0,19,22,85,46,0,4,4,61,90,37,40
E02000936,151,116,167,0,58,15,29,54,0,5,5,29,122,47,21
E02002849,151,111,192,1,24,38,109,9,0,7,7,60,91,42,41
E02003493,151,73,210,1,16,3,153,25,0,5,5,39,112,40,35
E02003831,151,56,206,4,14,3,157,15,1,6,5,44,109,38,43
E02004561,151,88,210,1,6,8,136,30,0,7,7,50,102,51,28
E02005461,151,63,212,9,5,7,154,23,0,4,3,45,106,46,38
E02006602,151,77,218,1,6,6,148,35,0,5,5,34,117,47,35
E02000132,150,82,177,0,22,28,88,27,0,5,5,44,106,41,36
E02000427,150,99,165,0,45,19,48,42,0,4,4,44,107,49,28
E02000548,150,157,190,2,12,30,104,19,0,5,5,44,107,35,32
E02001628,150,6,232,4,4,11,185,8,0,4,4,44,107,34,49
E02001854,150,86,221,0,18,15,159,12,0,5,5,34,116,40,35
E02001988,150,55,183,0,31,48,78,8,0,4,4,48,102,30,38
E02002811,150,148,167,1,38,48,67,6,0,5,5,38,112,49,35
E02002869,150,76,185,1,20,34,82,20,0,5,5,40,110,40,44
E02003605,150,65,228,5,11,6,179,8,1,5,5,37,114,40,38
E02003619,150,98,219,4,11,7,170,15,0,6,6,43,107,35,40
E02004202,150,63,214,1,13,5,154,20,1,5,5,43,107,45,34
E02004264,150,87,205,3,29,4,126,33,0,5,5,37,114,53,24
E02004471,150,75,221,2,6,13,167,14,0,5,5,49,103,36,41
E02004542,150,70,245,1,5,8,197,23,0,4,4,43,107,51,35
E02004999,150,134,196,2,16,20,137,17,0,9,9,39,111,37,35
E02006329,150,74,177,1,45,18,79,29,0,4,4,40,110,37,27
E02006822,150,77,188,2,42,17,91,29,0,6,6,51,99,35,38
E02000586,149,21,157,0,48,38,11,50,0,5,5,46,103,35,39
E02001706,149,39,216,0,15,14,158,9,1,4,4,36,114,33,37
E02002925,149,78,225,5,11,5,163,15,1,6,6,41,108,40,43
E02004421,149,94,203,1,13,7,146,26,0,5,5,42,107,36,35
E02004828,149,39,203,0,17,4,141,23,0,4,4,41,109,39,25
E02005028,149,176,201,0,8,12,144,11,0,4,4,38,111,42,26
E02006267,149,81,242,7,7,4,179,25,0,4,4,29,120,31,29
E02006868,149,10,205,1,13,38,116,10,0,7,7,57,94,36,33
E02000277,148,130,208,0,8,23,130,22,0,4,4,46,102,38,21
E02000583,148,47,168,1,31,11,50,52,0,5,5,54,94,35,32
E02000654,148,118,158,1,66,25,32,30,0,5,5,40,108,39,30
E02001878,148,1,203,3,11,49,124,6,0,5,4,47,101,28,35
E02002580,148,86,178,0,23,28,96,18,0,4,4,44,104,36,29
E02005000,148,130,192,1,21,44,103,14,0,5,5,31,118,44,27
E02005033,148,84,205,0,9,18,139,18,0,4,4,46,102,38,43
E02005052,148,82,191,4,11,29,126,16,0,5,5,39,109,38,38
E02005794,148,63,230,7,14,5,170,24,1,5,5,23,125,49,20
E02006796,148,74,182,1,16,31,97,30,0,6,5,41,107,37,39
E02006915,148,32,224,0,15,28,156,9,0,4,4,51,97,37,35
E02000042,147,111,165,0,23,35,45,52,0,6,6,47,100,43,29
E02000131,147,126,165,0,42,30,45,34,0,5,5,44,103,51,27
E02000539,147,127,182,1,48,22,66,35,0,6,5,31,116,34,20
E02000773,147,107,193,0,10,28,110,26,0,4,4,52,95,35,34
E02000810,147,130,161,0,49,22,36,49,0,5,5,49,98,30,32
E02000865,147,108,171,0,52,22,30,43,0,4,4,47,101,40,28
E02003607,147,97,211,7,8,10,137,26,0,5,5,36,111,39,41
E02003795,147,33,208,4,22,3,156,21,0,3,3,51,96,26,43
E02004180,147,58,220,3,5,4,167,23,0,4,4,38,109,39,31
E02004247,147,51,241,7,8,4,180,25,0,4,4,30,117,40,30
E02004392,147,105,230,5,4,7,159,21,0,6,6,44,103,42,37
E02005202,147,85,221,2,16,22,159,16,0,7,5,52,95,41,32
E02000144,146,95,173,0,10,39,65,43,0,5,5,28,118,41,30
E02000230,146,89,177,0,12,23,108,21,0,6,6,37,109,35,34
E02000401,146,127,179,2,9,21,103,27,0,4,4,52,94,36,41
E02000645,146,138,180,0,28,22,55,49,0,5,5,47,99,40,27
E02000786,146,99,156,1,59,23,31,35,0,7,7,30,116,35,30
E02002175,146,75,202,0,15,31,131,13,0,4,4,31,115,38,36
E02005056,146,142,178,0,8,54,90,14,0,6,6,41,105,42,33
E02005153,146,102,192,1,7,13,136,19,0,5,6,29,118,48,31
E02006901,146,153,181,1,8,53,109,7,0,7,7,47,99,35,39
E02000538,145,112,177,0,12,17,108,21,0,5,5,54,91,35,45
E02000763,145,96,228,1,7,13,181,14,0,4,4,53,93,30,39
E02000983,145,72,158,0,66,15,27,37,0,6,6,44,102,44,22
E02002359,145,46,236,4,9,3,182,8,0,5,4,38,107,41,40
E02003527,145,64,172,2,23,14,99,22,0,4,4,49,96,36,34
E02004232,145,42,211,5,3,6,170,15,1,4,4,38,107,34,36
E02004365,145,118,183,2,26,34,89,20,0,4,4,54,91,37,43
E02004754,145,54,200,4,9,13,148,21,0,4,4,45,100,45,39
E02005027,145,58,186,1,6,12,142,18,0,5,4,43,102,37,38
E02006748,145,64,213,10,16,7,150,15,3,4,4,36,109,42,33
E02000047,144,155,173,0,17,31,73,39,0,6,6,50,94,46,32
E02000245,144,114,174,1,4,22,108,29,0,5,5,51,93,40,37
E02000296,144,99,170,0,9,37,86,28,0,5,5,38,106,39,39
E02000323,144,123,168,2,15,35,75,14,0,6,6,38,106,41,37
E02000590,144,40,155,0,21,44,14,59,0,5,5,49,95,38,34
E02000624,144,144,158,0,51,20,27,47,0,5,5,45,101,42,24
E02000851,144,159,172,0,12,38,58,32,0,5,5,30,114,42,36
E02000871,144,170,167,1,23,25,89,21,0,5,5,50,94,35,32
E02001141,144,105,185,4,9,41,105,10,0,7,7,42,103,45,40
E02003149,144,112,195,1,23,19,103,40,0,5,5,48,96,39,40
E02003878,144,38,183,3,11,6,125,16,0,5,7,40,106,44,35
E02003992,144,57,184,2,18,58,85,11,0,6,6,38,107,34,39
E02005449,144,69,172,1,27,31,87,18,0,4,4,39,105,35,30
E02005776,144,55,216,5,11,5,160,17,0,5,5,37,107,40,32
E02005897,144,77,194,3,9,12,135,26,0,5,5,29,115,46,35
E02006369,144,66,188,2,51,6,104,17,0,4,4,35,109,37,34
E02006532,144,81,220,6,6,5,174,14,0,5,5,46,98,30,30
E02000124,143,147,163,0,25,35,30,62,0,5,5,47,96,34,37
E02000369,143,162,160,0,57,30,27,33,0,6,6,45,98,36,22
E02000582,143,35,154,0,30,26,15,58,0,5,5,40,103,46,24
E02002559,143,57,227,5,11,9,174,17,0,5,5,41,103,37,25
E02005073,143,137,167,0,9,49,78,24,0,6,6,36,107,38,42
E02005134,143,111,171,0,25,35,90,18,0,5,5,34,109,41,30
E02005217,143,184,189,2,8,50,111,14,0,8,6,41,103,30,41
E02006374,143,90,201,0,24,7,141,17,0,4,5,55,88,40,37
E02000206,142,157,172,1,14,33,74,35,0,6,6,46,96,39,28
E02000508,142,83,173,1,22,34,75,22,0,4,4,41,101,48,26
E02000913,142,107,159,0,44,34,54,21,0,5,5,42,100,37,30
E02001260,142,31,199,3,22,12,143,9,0,5,5,35,108,40,36
E02001536,142,64,183,4,5,12,133,25,0,5,5,45,97,42,31
E02002059,142,95,182,0,10,26,119,11,0,6,6,39,103,28,32
E02004396,142,127,224,2,5,8,166,29,0,5,5,43,99,32,24
E02005288,142,58,240,2,4,6,198,11,0,4,4,37,106,46,30
W02000418,142,66,200,2,4,7,153,15,0,7,7,34,108,42,34
E02000041,141,97,164,0,8,39,72,22,0,5,5,35,106,34,37
E02000262,141,124,171,0,27,33,44,47,0,5,5,42,99,31,35
E02000510,141,80,176,1,18,40,86,18,0,5,5,43,99,47,35
E02000542,141,145,159,1,17,49,54,23,0,5,5,38,103,35,36
E02000635,141,128,153,1,44,28,39,31,0,5,5,52,89,41,32
E02000926,141,124,150,2,43,20,15,58,0,6,6,40,101,33,30
E02001200,141,50,205,5,13,19,142,16,0,4,4,39,102,28,30
E02002089,141,65,194,1,12,19,143,6,0,5,5,43,98,32,38
E02003241,141,60,224,5,4,2,185,15,0,4,5,39,102,42,28
E02004113,141,92,187,0,13,11,133,13,1,6,6,30,112,36,23
E02004639,141,84,178,1,27,36,83,17,0,5,5,46,95,37,31
E02005089,141,74,229,1,4,6,180,12,0,5,4,31,110,43,36
E02005468,141,83,186,3,7,5,126,19,3,5,5,38,103,33,34
E02005487,141,86,205,9,7,5,152,23,0,5,5,35,106,40,43
E02005542,141,74,191,1,20,30,115,14,0,4,5,39,102,50,27
E02006843,141,1,166,0,20,52,65,12,0,5,5,50,91,29,33
E02006856,141,90,162,1,28,57,40,26,0,7,7,44,97,42,33
E02000045,140,123,169,1,10,30,100,20,0,6,6,40,100,43,27
E02000388,140,93,149,0,31,46,13,50,0,5,5,50,90,34,27
E02000577,140,102,154,0,35,34,32,39,0,5,5,38,102,41,30
E02000887,140,159,171,0,33,25,66,29,0,4,4,58,82,38,23
E02000954,140,81,155,0,73,20,36,23,0,4,4,43,97,44,25
E02001594,140,81,181,2,14,37,116,5,0,4,4,41,99,37,35
E02002434,140,80,200,2,3,8,157,9,0,4,4,44,96,32,47
E02003150,140,107,163,2,26,40,56,36,0,6,6,45,95,36,38
E02004075,140,53,211,6,4,6,142,41,2,4,4,25,115,45,31
E02004397,140,103,210,2,6,20,156,21,1,5,5,39,101,36,36
E02005097,140,49,190,2,9,5,139,15,0,6,6,41,102,48,32
E02005602,140,94,201,7,12,7,158,11,0,7,7,38,104,39,36
E02005782,140,38,207,2,6,4,165,13,2,7,9,38,102,50,37
E02005931,140,68,196,6,12,3,131,20,0,6,6,35,106,37,46
E02006571,140,80,209,3,23,7,149,20,0,4,4,32,108,39,36
E02006669,140,79,194,5,8,2,151,16,0,6,6,26,115,46,35
E02000354,139,153,155,0,39,27,32,41,0,6,6,55,84,45,28
E02000637,139,132,161,1,39,27,43,31,0,5,5,58,81,38,34
E02000980,139,76,144,0,79,21,11,21,0,5,5,35,105,36,29
E02001904,139,98,206,1,7,26,152,11,0,4,4,48,91,37,41
E02002392,139,57,167,0,34,35,77,8,0,3,3,48,91,37,23
E02004903,139,83,194,1,7,12,144,19,0,4,4,39,100,42,26
E02005098,139,56,192,1,13,25,122,16,1,6,6,43,97,42,35
E02005185,139,99,187,1,11,36,109,16,0,6,6,39,100,35,40
E02005952,139,116,156,1,59,18,46,21,0,7,7,50,89,28,41
E02006415,139,56,169,1,58,9,76,21,0,4,4,39,100,33,34
E02006579,139,76,159,0,30,31,80,13,0,5,5,49,90,26,43
E02000170,138,87,149,0,18,19,41,57,0,5,5,43,95,29,32
E02000241,138,105,168,1,9,41,78,31,0,4,4,42,96,39,34
E02000363,138,131,155,0,36,38,45,28,0,6,6,51,87,36,36
E02000423,138,136,147,0,26,25,30,55,0,4,4,43,95,38,28
E02000587,138,59,150,1,44,28,20,37,0,5,5,36,102,33,32
E02000619,138,122,147,0,57,20,24,39,0,5,5,45,93,47,37
E02002165,138,96,186,0,20,36,102,17,0,5,5,32,106,35,22
E02002812,138,68,176,4,18,23,108,9,0,4,5,37,101,33,38
E02002885,138,119,173,1,13,37,86,17,0,5,5,39,99,39,31
E02003272,138,147,209,2,11,25,154,3,0,5,5,55,83,22,40
E02003324,138,139,184,1,11,25,116,25,0,5,5,31,109,42,34
E02003666,138,56,153,1,19,54,64,12,0,5,5,42,96,33,35
E02004599,138,52,190,5,5,7,138,22,0,4,4,43,95,38,32
E02005094,138,92,166,1,24,22,100,17,0,5,8,40,98,42,30
E02006358,138,54,164,2,14,29,86,26,0,4,4,46,92,37,31
E02006874,138,82,217,3,6,9,172,15,0,5,5,25,114,39,30
W02000149,138,31,182,0,9,20,125,12,1,5,4,42,96,45,33
E02000094,137,98,160,0,10,35,61,39,0,5,5,37,100,29,35
E02000100,137,61,153,1,9,23,80,28,0,5,5,40,97,35,34
E02000757,137,101,187,0,13,34,99,25,0,7,7,41,97,32,36
E02001733,137,93,153,2,26,42,53,13,0,7,7,39,99,35,46
E02002645,137,87,174,0,21,43,86,10,0,4,4,43,94,48,28
E02003536,137,118,157,3,40,24,57,26,0,5,5,33,104,38,31
E02003644,137,113,185,0,15,11,129,14,0,5,6,33,104,33,30
E02005239,137,63,212,5,19,11,135,24,0,5,4,37,101,34,29
E02006373,137,69,175,6,30,5,88,31,1,4,4,33,104,46,19
E02006650,137,123,196,1,9,8,148,17,1,7,7,45,93,33,29
E02000215,136,163,152,0,23,41,54,25,0,6,6,40,96,37,38
E02000455,136,95,154,0,13,32,52,37,0,4,4,44,93,42,28
E02000593,136,60,148,0,30,34,31,45,0,5,5,45,91,30,30
E02000697,136,73,158,1,25,32,46,46,0,5,5,33,103,38,43
E02000834,136,110,150,0,47,28,29,30,0,5,5,42,96,39,30
E02000868,136,97,148,0,53,24,31,29,0,4,4,43,93,37,39
E02000975,136,42,161,0,60,19,25,29,0,5,5,48,88,35,33
E02001521,136,114,168,1,7,58,79,8,0,7,7,40,97,27,35
E02002063,136,91,193,0,9,23,134,15,0,5,5,51,86,33,34
E02004187,136,112,190,1,3,10,137,23,0,5,5,33,104,45,32
E02004229,136,84,198,3,8,2,151,15,0,4,5,36,100,40,28
E02004784,136,36,183,2,10,6,132,22,0,4,4,32,106,45,24
E02005338,136,62,178,1,7,11,130,15,0,7,6,47,91,35,45
E02005372,136,50,205,16,4,5,157,13,0,4,4,50,86,33,45
E02005924,136,83,162,0,14,23,90,18,0,7,7,46,90,38,35
E02006504,136,34,185,3,14,5,134,14,1,3,4,39,97,32,28
W02000398,136,24,162,1,39,64,31,13,0,6,6,76,62,26,46
E02000120,135,135,155,1,34,29,28,46,0,5,5,44,92,46,38
E02000247,135,123,156,1,21,26,74,26,0,6,6,39,96,41,29
E02000425,135,117,158,0,32,21,37,55,0,4,4,40,95,37,33
E02000479,135,102,169,0,13,33,86,20,0,5,5,40,95,33,35
E02002566,135,46,161,3,22,47,65,9,0,5,5,42,94,36,32
E02003161,135,79,165,2,15,58,62,20,0,4,4,44,91,42,31
E02003223,135,81,156,1,32,20,73,24,0,6,6,25,111,28,30
E02004013,135,53,192,9,10,6,136,5,0,9,7,42,93,38,33
E02004121,135,61,180,5,20,9,115,22,0,4,4,40,95,37,18
E02004958,135,46,193,2,5,8,151,9,0,4,4,32,104,34,34
E02005066,135,70,211,0,5,6,177,13,0,5,5,40,96,39,33
E02005082,135,171,188,2,8,12,137,17,0,5,5,41,94,40,38
E02005124,135,139,169,3,21,35,94,12,0,5,5,32,103,24,32
E02005444,135,89,165,0,18,27,91,17,0,7,7,40,95,35,31
E02005446,135,72,158,1,26,50,60,11,0,4,4,42,93,34,39
E02005649,135,55,184,7,3,5,135,21,0,8,8,42,95,37,36
E02005683,135,47,222,8,4,4,166,10,0,8,8,49,89,32,28
E02006397,135,53,200,1,10,6,156,18,0,4,4,25,110,42,31
E02006590,135,71,177,2,14,6,118,28,0,5,5,32,103,31,30
E02000360,134,140,152,2,37,23,38,46,0,6,6,42,92,33,29
E02000596,134,39,143,2,44,18,22,47,0,5,5,42,92,44,28
E02000816,134,136,145,0,43,20,33,36,0,5,5,38,96,39,31
E02000902,134,94,165,0,14,11,102,24,0,5,5,52,83,34,26
E02001881,134,3,189,2,13,33,126,6,0,5,5,47,87,32,34
E02002058,134,106,170,1,20,31,95,14,0,6,6,46,88,36,26
E02002135,134,71,208,2,5,21,168,5,0,4,4,43,91,37,41
E02002638,134,81,177,1,11,48,85,10,0,4,4,55,79,38,25
E02003408,134,96,169,1,27,30,92,12,0,6,6,31,103,40,36
E02004457,134,88,188,3,10,7,136,17,1,6,5,30,105,35,24
E02004703,134,103,159,3,13,11,101,29,1,6,6,38,99,39,25
E02006634,134,77,206,8,6,5,171,14,1,5,6,34,101,35,30
E02006665,134,54,207,4,5,6,169,9,0,6,4,35,100,42,23
W02000107,134,93,197,9,6,5,123,36,0,7,7,33,102,41,25
E02000079,133,90,150,0,9,40,61,19,0,5,5,46,87,34,25
E02000134,133,114,152,0,16,38,60,30,0,7,7,52,81,20,48
E02000644,133,139,149,0,24,23,51,40,0,5,5,47,86,27,28
E02000772,133,94,160,0,18,27,80,20,0,4,4,34,99,32,30
E02000820,133,123,141,1,63,19,23,28,0,6,6,45,89,34,26
E02001870,133,36,191,2,7,29,130,1,0,6,6,52,81,29,30
E02002622,133,159,184,1,10,31,116,14,0,6,6,42,91,33,42
E02002927,133,63,192,8,6,9,142,15,0,7,7,36,97,38,37
E02003525,133,95,164,1,31,20,72,24,0,4,4,41,92,32,27
E02003547,133,81,157,3,55,25,39,16,0,5,5,34,99,47,24
E02005091,133,63,199,5,11,10,135,16,1,4,4,34,99,40,30
E02005222,133,49,204,7,5,1,162,24,0,4,4,42,91,40,32
E02005225,133,48,194,2,6,3,135,28,0,4,4,29,105,33,33
E02005471,133,101,181,4,22,23,116,10,0,5,5,43,90,30,47
E02005895,133,44,185,3,14,2,132,18,1,6,5,36,98,48,31
E02006472,133,81,178,5,6,12,129,19,0,6,6,43,90,35,27
E02006546,133,118,164,1,39,15,90,17,0,5,5,30,104,36,31
E02000037,132,104,157,1,8,25,97,21,0,6,6,37,95,34,30
E02000290,132,115,157,0,13,13,93,26,0,4,4,31,101,45,29
E02000534,132,70,156,3,22,18,79,29,0,4,4,38,94,40,33
E02000768,132,67,193,1,10,8,135,20,0,4,4,53,79,32,33
E02002140,132,98,195,1,8,13,140,5,0,5,5,43,89,31,30
E02002273,132,29,214,9,4,4,179,13,0,4,4,33,99,44,31
E02002613,132,47,197,2,17,6,130,19,0,4,4,38,94,48,28
E02002756,132,120,154,1,15,40,75,14,0,5,5,42,90,36,44
